trfmwinding_r,trfmwinding_x,fromnode,tonode,connectiontype,ratio
 ; 0.938438438438;  0.00000000000000E+000;  0.938438438438;  0.00000000000000E+000;  0.938438438438;  0.00000000000000E+000 , ;  -5.63063063063;  0.00000000000000E+000; -5.63063063063;  0.00000000000000E+000;  -5.63063063063;  0.00000000000000E+000 ,;2a;2b;2c,;3ar;3br;3cr,0;1,-5.20E+00
